"fips","YearData","govid_14","Name","STATEAB","demshare_fg","demshare_oc","demshare_gh","mayor_party","runnerup_party","mayor_votes","runnerup_votes","mayor_name","runnerup_name","winner_pid","runner1_pid","winnervotes","runner1_votes","winner","runner1","population_est","elec_source","winner_cf_party","runnerup_cf_party","winner_pid_check","runnerup_pid_check","winner_pid_gh","runnerup_pid_gh","elecdate","month","gh_oc","gh_fg","oc_fg","mayor_party_final","pass_mayor","mayor_votes_final","runnerup_party_final","pass_runnerup","runnerup_votes_final","demshare","fail","elec_index","STATE","ID","FIPS_PLACE_ID","JURIS","fog","initiative","partisan","referendum","termlength","termlimits","STATEFIP","mayor_name_final","runnerup_name_final"
614890,2000,NA,NA,NA,NA,NA,NA,"","",4075,2690,"Betty L. Cook","Richard De La Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,4075,"0",NA,2690,NA,NA,8742,"CA",204371,14890,"City of Colton",2,1,0,1,2,0,6,"betty cook","richard de la rosa"
614890,2002,52036003,"COLTON CITY","CA",NA,NA,NA,"","",3303,1627,"Dierdre Bennett","Sarah S. Zamora",NA,NA,NA,NA,NA,NA,48917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,3303,"0",NA,1627,NA,NA,1344,"CA",204371,14890,"City of Colton",2,1,0,1,2,0,6,"dierdre bennett","sarah zamora"
614890,2006,NA,NA,NA,NA,NA,NA,"","",3235,3226,"Kelly J. Chastain","Deirdre Bennett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,3235,"0",NA,3226,NA,NA,9520,"CA",204371,14890,"City of Colton",2,1,0,1,2,0,6,"kelly chastain","deirdre bennett"
615044,1949,NA,NA,NA,NA,NA,NA,"","",2605,1514,"Harry T Laugharn","Michael Gordon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"0",NA,2605,"0",NA,1514,NA,NA,6928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"harry laugharn","michael gordon"
615044,1953,52019010,"COMPTON CITY","CA",NA,NA,NA,"R","",4050,3491,"Frank G. Bussing","Edmund F. Shaheen",NA,NA,NA,NA,NA,NA,53284.55556,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,"R",-1,4050,"0",NA,3491,NA,NA,1385,"CA",203573,15044,"City of Compton",2,1,0,1,4,0,6,"frank bussing","edmund shaheen"
615044,1957,52019010,"COMPTON CITY","CA",NA,NA,NA,"R","",6387,3631,"Delwin M. Clawson","James B. Rocke",NA,NA,NA,NA,NA,NA,63871.66667,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"R",-1,6387,"0",NA,3631,NA,NA,1386,"CA",203573,15044,"City of Compton",2,1,0,1,4,0,6,"delwin clawson","james rocke"
615044,1961,52019010,"COMPTON CITY","CA",NA,NA,NA,"R","",5780,NA,"Delwin M. Clawson","",NA,NA,NA,NA,NA,NA,72485.5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"R",-1,5780,"0",NA,NA,NA,NA,1387,"CA",203573,15044,"City of Compton",2,1,0,1,4,0,6,"delwin clawson",""
615044,1965,52019010,"COMPTON CITY","CA",NA,NA,NA,"","",6743,1271,"Chester R. Crain","Robert L. Adams",NA,NA,NA,NA,NA,NA,75179.5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"0",NA,6743,"0",NA,1271,NA,NA,1388,"CA",203573,15044,"City of Compton",2,1,0,1,4,0,6,"chester crain","robert adams"
615044,1969,52019010,"COMPTON CITY","CA",NA,NA,NA,"","D",5711,4072,"Douglas F. Dollarhide","Walter R. Tucker",NA,NA,NA,NA,NA,NA,77873.5,NA,NA,"D",NA,NA,NA,NA,NA,6,NA,NA,NA,"0",NA,5711,"D",1,4072,NA,NA,1389,"CA",203573,15044,"City of Compton",2,1,0,1,4,0,6,"douglas dollarhide","walter tucker"
615044,1973,52019010,"COMPTON CITY","CA",NA,NA,NA,"D","",6063,4867,"Doris A. Davis","Douglas F. Dollarhide",NA,NA,NA,NA,NA,NA,72782.5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,"D",-1,6063,"0",NA,4867,NA,NA,1390,"CA",203573,15044,"City of Compton",2,1,0,1,4,0,6,"doris davis","douglas dollarhide"
615044,1977,52019010,"COMPTON CITY","CA",NA,NA,NA,"D","D",2562,2284,"Lionel B. Cade","Walter R. Tucker","NP","D",3494,3184,"Lionel Cade","Walter R. Tucker, Jr.",74494,"Los Angeles Times, 6/9/1977",NA,NA,NA,NA,NA,NA,1977-06-07,4,NA,NA,NA,"D",-1,2562,"D",1,2284,NA,NA,1391,"CA",203573,15044,"City of Compton",2,1,0,1,4,0,6,"lionel cade","walter tucker"
615044,1981,52019010,"COMPTON CITY","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","NP",4338,2791,"Walter R. Tucker, Jr.","Lionel Cade(I)",81316.5,"Los Angeles Times, 6/4/1981",NA,NA,NA,NA,NA,NA,1981-06-02,NA,NA,NA,NA,"D",-1,4338,"0",NA,2791,NA,NA,1392,"CA",203573,15044,"City of Compton",2,1,0,1,4,0,6,"walter tucker","lionel cade"
615044,1989,52019010,"COMPTON CITY","CA",NA,NA,NA,"D","",3925,2555,"Walter R. Tucker","Chuck Esters Jr.",NA,NA,NA,NA,NA,NA,92757,NA,"D",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,"D",1,3925,"0",NA,2555,NA,NA,1393,"CA",203573,15044,"City of Compton",2,1,0,1,4,0,6,"walter tucker","chuck esters"
615044,1991,52019010,"COMPTON CITY","CA",NA,NA,NA,"D","D",2394,1877,"Walter R. Tucker","Patricia A. Moore","D","NP",2389,1863,"Walter R. Tucker, III","Pat Moore",91742.5,"Long Beach Press-Telegram, 4/17/1991","D",NA,NA,NA,NA,NA,1991-04-16,4,NA,NA,NA,"D",1,2394,"D",-1,1877,NA,NA,1394,"CA",203573,15044,"City of Compton",2,1,0,1,4,0,6,"walter tucker","patricia moore"
615044,1993,52019010,"COMPTON CITY","CA",NA,NA,NA,"D","D",3483,3134,"Omar Bradley","Patricia A. Moore","D","NP",3483,3134,"Omar Bradley","Pat Moore",94319.5,"Long Beach Press-Telegram, 6/3/1993",NA,NA,NA,NA,NA,NA,1993-06-01,6,NA,NA,NA,"D",1,3483,"D",-1,3134,NA,NA,1395,"CA",203573,15044,"City of Compton",2,1,0,1,4,0,6,"omar bradley","patricia moore"
615044,1997,52019010,"COMPTON CITY","CA",NA,NA,NA,"D","D",3897,1825,"Omar Bradley","Fred E. Cressel","D","NP",3897,1825,"Omar Bradley(I)","Fred Cressel",91984.5,"<a href=""http://www.sos.ca.gov/elections/co_city_sch_elections/city_report_1997.pdf"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,1997-04-01,4,NA,NA,NA,"D",1,3897,"D",-1,1825,NA,NA,1396,"CA",203573,15044,"City of Compton",2,1,0,1,4,0,6,"omar bradley","fred cressel"
615044,2001,52019010,"COMPTON CITY","CA",NA,NA,NA,"D","D",5367,5106,"Eric J. Perrodin","Omar Bradley","NP","D",5367,5106,"Eric J. Perrodin","Omar Bradley(I)",94526,"<a href=""http://www.comptoncity.org/city_%20clerk/cityClerkELectionArchive.html"" target=""_blank"" >[Link]</a>","D",NA,NA,NA,NA,NA,2001-06-05,4,NA,NA,NA,"D",1,5367,"D",1,5106,NA,NA,1397,"CA",203573,15044,"City of Compton",2,1,0,1,4,0,6,"eric perrodin","omar bradley"
615044,2005,52019010,"COMPTON CITY","CA",NA,NA,NA,"D","D",3382,1157,"Eric J. Perrodin","Cecil W. Rhambo, Jr.","NP","NP",3548,1204,"Eric J. Perrodin(I)","Cecil W. Rhambo",95659,"<a href=""http://www.smartvoter.org/2005/04/19/ca/la/race/1/"" target=""_blank"" >[Link]</a>","D","D",NA,NA,NA,NA,2005-04-19,4,NA,NA,NA,"D",1,3382,"D",1,1157,NA,NA,1398,"CA",203573,15044,"City of Compton",2,1,0,1,4,0,6,"eric perrodin","cecil rhambo"
615044,2009,52019010,"COMPTON CITY","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NP","NP",3041,478,"Eric J. Perrodin(I)","Lynn Boone",95778.33333,"<a href=""http://www.comptoncity.org/city_%20clerk/cityClerkELectionArchive.html"" target=""_blank"" >[Link]</a>","D",NA,NA,NA,NA,NA,2009-04-21,NA,NA,NA,NA,"D",-1,3041,"0",NA,478,NA,NA,1399,"CA",203573,15044,"City of Compton",1,1,0,1,4,0,6,"eric perrodin","lynn boone"
615044,2013,52019010,"COMPTON CITY","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NP","D",4724,2707,"Aja Brown","Omar Bradley",NA,"<a href=""http://www.comptoncity.org/images/stories/dept/city_clerk/elections/2013/20130610173833965.pdf"" target=""_blank"" >[Link]</a>",NA,NA,NA,NA,NA,NA,2013-06-04,NA,NA,NA,NA,"0",NA,4724,"D",-1,2707,NA,NA,1400,"CA",203573,15044,"City of Compton",1,1,0,1,4,0,6,"aja brown","omar bradley"
616322,1996,NA,NA,NA,NA,NA,NA,"","",969,630,"Gary R. Strack","Michael A. Le Peilbet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,969,"0",NA,630,NA,NA,8329,"CA",167530,16322,"City of Corning",2,0,0,1,2,0,6,"gary strack","michael le peilbet"
616322,1998,NA,NA,NA,NA,NA,NA,"","",911,546,"Gary R. Strack","Michael A. Le Peilbet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,911,"0",NA,546,NA,NA,8419,"CA",167530,16322,"City of Corning",2,0,0,1,2,0,6,"gary strack","michael le peilbet"
616322,2000,NA,NA,NA,NA,NA,NA,"","",1319,NA,"Gary Strack","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,1319,"0",NA,NA,NA,NA,8726,"CA",167530,16322,"City of Corning",2,0,0,1,2,0,6,"gary strack",""
616322,2002,NA,NA,NA,NA,NA,NA,"","",988,NA,"Gary R. Strack","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,988,"0",NA,NA,NA,NA,9037,"CA",167530,16322,"City of Corning",2,0,0,1,2,0,6,"gary strack",""
616322,2004,NA,NA,NA,NA,NA,NA,"","",967,768,"Gary R. Strack","John Leach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,967,"0",NA,768,NA,NA,9410,"CA",167530,16322,"City of Corning",2,0,0,1,2,0,6,"gary strack","john leach"
616322,2006,NA,NA,NA,NA,NA,NA,"","",915,406,"Gary Strack","Richard J. Lipari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,915,"0",NA,406,NA,NA,9522,"CA",167530,16322,"City of Corning",2,0,0,0,2,0,6,"gary strack","richard lipari"
616378,1996,52037003,"CORONADO CITY","CA",NA,NA,NA,"","",4460,3439,"Thomas J. Smisek","Mary Herron",NA,NA,NA,NA,NA,NA,25701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,4460,"0",NA,3439,NA,NA,1402,"CA",204228,16378,"City of Coronado",2,1,0,1,4,0,6,"thomas smisek","mary herron"
616378,2000,NA,NA,NA,NA,NA,NA,"","",5026,3091,"Tom Smisek","Michel Charles Napolitano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,5026,"0",NA,3091,NA,NA,8746,"CA",204228,16378,"City of Coronado",2,1,0,1,4,0,6,"tom smisek","michel charles napolitano"
616378,2004,52037003,"CORONADO CITY","CA",NA,NA,NA,"","",6111,2547,"Tom Smisek","Frank A. Tierney",NA,NA,NA,NA,NA,NA,25570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,6111,"0",NA,2547,NA,NA,1403,"CA",204228,16378,"City of Coronado",2,1,0,1,4,0,6,"tom smisek","frank tierney"
618688,1996,NA,NA,NA,NA,NA,NA,"","",610,299,"Jack D. Barlich","Chris Aldrich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,610,"0",NA,299,NA,NA,8326,"CA",165199,18688,"City of Del Rey Oaks",2,1,0,NA,2,0,6,"jack barlich","chris aldrich"
618688,2002,NA,NA,NA,NA,NA,NA,"","",415,297,"Jack D. Barlich","Mike Ventimiglia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,415,"0",NA,297,NA,NA,9050,"CA",165199,18688,"City of Del Rey Oaks",2,1,0,NA,2,0,6,"jack barlich","mike ventimiglia"
618688,2004,NA,NA,NA,NA,NA,NA,"","",559,357,"Joseph Russell","Jeff Cecilio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,559,"0",NA,357,NA,NA,9462,"CA",165199,18688,"City of Del Rey Oaks",2,1,0,NA,2,0,6,"joseph russell","jeff cecilio"
618688,2006,NA,NA,NA,NA,NA,NA,"","",551,NA,"Joseph P. Russell","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,551,"0",NA,NA,NA,NA,9518,"CA",165199,18688,"City of Del Rey Oaks",2,1,0,NA,2,0,6,"joseph russell",""
618996,1996,NA,NA,NA,NA,NA,NA,"","",1679,608,"Jerry Pisha","Mike Segrist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,1679,"0",NA,608,NA,NA,8312,"CA",204294,18996,"City of Desert Hot Spring",2,1,0,1,2,0,6,"jerry pisha","mike segrist"
618996,1999,NA,NA,NA,NA,NA,NA,"","",767,565,"Matthew L. (Matt) Weyuker","Patti Patane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,767,"0",NA,565,NA,NA,8457,"CA",204294,18996,"City of Desert Hot Spring",2,1,0,1,2,0,6,"matthew (matt) weyuker","patti patane"
618996,2001,NA,NA,NA,NA,NA,NA,"","",1060,530,"Matt Weyuker","Jan Maria Pye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,1060,"0",NA,530,NA,NA,8963,"CA",204294,18996,"City of Desert Hot Spring",2,1,0,1,2,0,6,"matt weyuker","jan maria pye"
618996,2003,NA,NA,NA,NA,NA,NA,"","",968,785,"Matt Weyuker","Gary Bosworth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,968,"0",NA,785,NA,NA,9384,"CA",204294,18996,"City of Desert Hot Spring",2,1,0,1,2,0,6,"matt weyuker","gary bosworth"
618996,2005,NA,NA,NA,NA,NA,NA,"","",865,834,"Alex Bias","Mary Katherine Stephens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,865,"0",NA,834,NA,NA,9500,"CA",204294,18996,"City of Desert Hot Spring",2,1,0,1,2,0,6,"alex bias","mary katherine stephens"
619402,1996,NA,NA,NA,NA,NA,NA,"","",2054,1876,"Donald E. Erickson","Richard Hughes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,2054,"0",NA,1876,NA,NA,8310,"CA",167101,19402,"City of Dixon",2,1,0,1,2,0,6,"donald erickson","richard hughes"
619402,1998,NA,NA,NA,NA,NA,NA,"","",2257,2016,"Donald E. Erickson","Gary W. Riddle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,2257,"0",NA,2016,NA,NA,8399,"CA",167101,19402,"City of Dixon",2,1,0,1,2,0,6,"donald erickson","gary riddle"
619402,2000,NA,NA,NA,NA,NA,NA,"","",3533,1867,"Mary Ann Courville","Gary W. Riddle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,3533,"0",NA,1867,NA,NA,8743,"CA",167101,19402,"City of Dixon",2,1,0,1,2,0,6,"mary ann courville","gary riddle"
619402,2004,NA,NA,NA,NA,NA,NA,"","",3413,2596,"Mary Ann Courville","Michael J. Ceremello, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,3413,"0",NA,2596,NA,NA,9470,"CA",167101,19402,"City of Dixon",2,1,0,1,4,0,6,"mary ann courville","michael ceremello"
619612,1996,NA,NA,NA,NA,NA,NA,"","",557,456,"Larry Bonds, Jr.","Gil Mccullough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,557,"0",NA,456,NA,NA,8288,"CA",204876,19612,"City of Dos Palos",2,1,0,1,2,0,6,"larry bonds","gil mccullough"
619612,1998,NA,NA,NA,NA,NA,NA,"","",688,NA,"Westlake","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,688,"0",NA,NA,NA,NA,8363,"CA",204876,19612,"City of Dos Palos",2,1,0,1,2,0,6,"westlake",""
619612,2002,NA,NA,NA,NA,NA,NA,"","",739,NA,"Jerry Westlake","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,739,"0",NA,NA,NA,NA,9052,"CA",204876,19612,"City of Dos Palos",2,0,0,0,2,0,6,"jerry westlake",""
619612,2004,NA,NA,NA,NA,NA,NA,"","",902,NA,"Albert Montejano","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,902,"0",NA,NA,NA,NA,9420,"CA",204876,19612,"City of Dos Palos",2,0,0,0,2,0,6,"albert montejano",""
619612,2006,NA,NA,NA,NA,NA,NA,"","",822,206,"Michael Burns","Albert Montejano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,822,"0",NA,206,NA,NA,9527,"CA",204876,19612,"City of Dos Palos",2,0,0,0,2,0,6,"michael burns","albert montejano"
620018,1992,52001601,"DUBLIN CITY","CA",NA,NA,NA,"R","",6571,NA,"Peter W. Snydder","",NA,NA,NA,NA,NA,NA,23896.33333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",-1,6571,"0",NA,NA,NA,NA,1754,"CA",205328,20018,"City of Dublin",2,1,0,1,2,0,6,"peter snydder",""
620018,1994,NA,NA,NA,NA,NA,NA,"R","",3857,NA,"Guy Houston","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",-1,3857,"0",NA,NA,NA,NA,8225,"CA",205328,20018,"City of Dublin",2,1,0,1,2,0,6,"guy houston",""
620018,1996,NA,NA,NA,NA,NA,NA,"R","",5911,2136,"Guy S. Houston","Valerie A. Barnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",-1,5911,"0",NA,2136,NA,NA,8313,"CA",205328,20018,"City of Dublin",2,1,0,1,2,0,6,"guy houston","valerie barnes"
620018,1998,NA,NA,NA,NA,NA,NA,"R","",5252,NA,"Guy S. Houston","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",-1,5252,"0",NA,NA,NA,NA,8367,"CA",205328,20018,"City of Dublin",2,1,0,1,2,0,6,"guy houston",""
620018,2000,NA,NA,NA,NA,NA,NA,"R","",7459,1567,"Guy S. Houston","Shawn Costello",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",-1,7459,"0",NA,1567,NA,NA,8775,"CA",205328,20018,"City of Dublin",2,1,0,1,2,0,6,"guy houston","shawn costello"
620018,2002,52001601,"DUBLIN CITY","CA",NA,NA,NA,"D","",5383,NA,"Janet Lockhart","",NA,NA,NA,NA,NA,NA,33928.66667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",-1,5383,"0",NA,NA,NA,NA,1755,"CA",205328,20018,"City of Dublin",2,1,0,1,2,0,6,"janet lockhart",""
620018,2004,NA,NA,NA,NA,NA,NA,"D","",9915,1361,"Janet Lockhart","Ira Leitner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",-1,9915,"0",NA,1361,NA,NA,9443,"CA",205328,20018,"City of Dublin",2,1,0,1,2,0,6,"janet lockhart","ira leitner"
620018,2006,NA,NA,NA,NA,NA,NA,"D","",7713,NA,"Janet Lockhart","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",-1,7713,"0",NA,NA,NA,NA,9563,"CA",205328,20018,"City of Dublin",2,1,0,1,2,1,6,"janet lockhart",""
621712,1986,52037004,"EL CAJON CITY","CA",NA,NA,NA,"D","",9553,NA,"John W Reber","",NA,NA,NA,NA,NA,NA,84456,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,"D",-1,9553,"0",NA,NA,NA,NA,1916,"CA",204167,21712,"City of El Cajon",2,1,0,1,4,0,6,"john reber",""
621712,1990,52037004,"EL CAJON CITY","CA",NA,NA,NA,"R","I",5382,4149,"Joan Shoemaker","Lucille V. Moore",NA,NA,NA,NA,NA,NA,88693,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,"R",-1,5382,"0",NA,4149,NA,NA,1917,"CA",204167,21712,"City of El Cajon",2,1,0,1,4,0,6,"joan shoemaker","lucille moore"
621712,1994,52037004,"EL CAJON CITY","CA",-0.085007047,NA,NA,"R","D",6641,4711,"Joan Shoemaker","Mark Lewis",NA,NA,NA,NA,NA,NA,92483,NA,NA,"R","R","R",NA,NA,NA,6,NA,NA,NA,"R",1,6641,"R",0,4711,NA,1,1918,"CA",204167,21712,"City of El Cajon",2,1,0,1,4,0,6,"joan shoemaker","mark lewis"
621712,1998,52037004,"EL CAJON CITY","CA",NA,NA,NA,"R","R",9691,9549,"Mark Lewis","Joan Shoemaker",NA,NA,NA,NA,NA,NA,94259,NA,"R",NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"R",1,9691,"R",-1,9549,NA,NA,1919,"CA",204167,21712,"City of El Cajon",2,1,0,1,4,0,6,"mark lewis","joan shoemaker"
621712,2002,52037004,"EL CAJON CITY","CA",NA,NA,NA,"R","R",8607,6177,"Mark Lewis","Dick Ramos",NA,NA,NA,NA,NA,NA,95555,NA,"R",NA,NA,NA,NA,NA,NA,11,NA,NA,NA,"R",1,8607,"R",-1,6177,NA,NA,1920,"CA",204167,21712,"City of El Cajon",2,1,0,1,4,0,6,"mark lewis","dick ramos"
621712,2006,52037004,"EL CAJON CITY","CA",-0.182701859,NA,NA,"R","D",9622,4472,"Mark Lewis","Charles E. Santos",NA,NA,NA,NA,NA,NA,91756,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R",1,9622,"D",-1,4472,0.317298141,NA,1921,"CA",204167,21712,"City of El Cajon",2,1,0,1,4,0,6,"mark lewis","charles santos"
622230,2005,52019014,"EL MONTE CITY","CA",NA,NA,NA,"","",5859,2444,"Gutierrez","Wallach",NA,NA,NA,NA,NA,NA,122513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,5859,"0",NA,2444,NA,NA,1922,"CA",204011,22230,"City of El Monte",1,0,0,1,2,0,6,"gutierrez","wallach"
622300,2000,NA,NA,NA,NA,NA,NA,"","",3552,2644,"Frank R. Mecham","Jim Heggarty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,3552,"0",NA,2644,NA,NA,8725,"CA",204814,22300,"City of El Paso De Robles",2,1,0,1,2,0,6,"frank mecham","jim heggarty"
622300,2002,52040002,"EL PASO DE ROBLES CITY","CA",NA,NA,NA,"","",5718,NA,"Frank R. Mecham","",NA,NA,NA,NA,NA,NA,26358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,5718,"0",NA,NA,NA,NA,1929,"CA",204814,22300,"City of El Paso De Robles",2,1,0,1,2,0,6,"frank mecham",""
622300,2004,52040002,"EL PASO DE ROBLES CITY","CA",NA,NA,NA,"","",9250,NA,"Frank R. Mecham","",NA,NA,NA,NA,NA,NA,27104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,9250,"0",NA,NA,NA,NA,1930,"CA",204814,22300,"City of El Paso De Robles",2,1,0,1,2,0,6,"frank mecham",""
622300,2006,52040002,"EL PASO DE ROBLES CITY","CA",NA,NA,NA,"","",6912,1675,"Frank R. Mecham","Fred Strong",NA,NA,NA,NA,NA,NA,27973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,6912,"0",NA,1675,NA,NA,1931,"CA",204814,22300,"City of El Paso De Robles",2,1,0,1,2,0,6,"frank mecham","fred strong"
622804,1990,52037005,"ESCONDIDO CITY","CA",0.117730065,NA,NA,"D","R",11163,6908,"Jerry Harmon","Doug Best",NA,NA,NA,NA,NA,NA,108635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",-1,11163,"R",-1,6908,0.617730065,NA,2010,"CA",204173,22804,"City of Escondido",2,1,0,1,2,0,6,"jerry harmon","doug best"
622804,1992,52037005,"ESCONDIDO CITY","CA",0.048328011,NA,NA,"D","R",11675,9617,"Jerry Harmon","P.K. Walker",NA,NA,NA,NA,NA,NA,110898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",-1,11675,"R",-1,9617,0.548328011,NA,2011,"CA",204173,22804,"City of Escondido",2,1,0,1,2,0,6,"jerry harmon","pk walker"
622804,1994,52037005,"ESCONDIDO CITY","CA",0.07135225,NA,NA,"D","R",9625,7221,"Sid Hollins","P.K. Walker",NA,NA,NA,NA,NA,NA,113161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",-1,9625,"R",-1,7221,0.57135225,NA,2012,"CA",204173,22804,"City of Escondido",2,1,0,1,2,0,6,"sid hollins","pk walker"
622804,1996,52037005,"ESCONDIDO CITY","CA",0.003078595,NA,NA,"D","R",15279,15092,"Sid Hollins","Glen Brush",NA,NA,NA,NA,NA,NA,116184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D",-1,15279,"R",-1,15092,0.503078595,NA,2013,"CA",204173,22804,"City of Escondido",2,1,0,1,2,0,6,"sid hollins","glen brush"
